"Farþegar um Keflavíkurflugvöll eftir ríkisfangi og mánuðum 2002-2025"

"Ríkisfang";"2002M03";"2002M04";"2002M05";"2002M06";"2002M07";"2002M08";"2002M09";"2002M10";"2002M11";"2002M12";"2003M01";"2003M02";"2003M03";"2003M04";"2003M05";"2003M06";"2003M07";"2003M08";"2003M09";"2003M10";"2003M11";"2003M12";"2004M01";"2004M02";"2004M03";"2004M04";"2004M05";"2004M06";"2004M07";"2004M08";"2004M09";"2004M10";"2004M11";"2004M12";"2005M01";"2005M02";"2005M03";"2005M04";"2005M05";"2005M06";"2005M07";"2005M08";"2005M09";"2005M10";"2005M11";"2005M12";"2006M01";"2006M02";"2006M03";"2006M04";"2006M05";"2006M06";"2006M07";"2006M08";"2006M09";"2006M10";"2006M11";"2006M12";"2007M01";"2007M02";"2007M03";"2007M04";"2007M05";"2007M06";"2007M07";"2007M08";"2007M09";"2007M10";"2007M11";"2007M12";"2008M01";"2008M02";"2008M03";"2008M04";"2008M05";"2008M06";"2008M07";"2008M08";"2008M09";"2008M10";"2008M11";"2008M12";"2009M01";"2009M02";"2009M03";"2009M04";"2009M05";"2009M06";"2009M07";"2009M08";"2009M09";"2009M10";"2009M11";"2009M12";"2010M01";"2010M02";"2010M03";"2010M04";"2010M05";"2010M06";"2010M07";"2010M08";"2010M09";"2010M10";"2010M11";"2010M12";"2011M01";"2011M02";"2011M03";"2011M04";"2011M05";"2011M06";"2011M07";"2011M08";"2011M09";"2011M10";"2011M11";"2011M12";"2012M01";"2012M02";"2012M03";"2012M04";"2012M05";"2012M06";"2012M07";"2012M08";"2012M09";"2012M10";"2012M11";"2012M12";"2013M01";"2013M02";"2013M03";"2013M04";"2013M05";"2013M06";"2013M07";"2013M08";"2013M09";"2013M10";"2013M11";"2013M12";"2014M01";"2014M02";"2014M03";"2014M04";"2014M05";"2014M06";"2014M07";"2014M08";"2014M09";"2014M10";"2014M11";"2014M12";"2015M01";"2015M02";"2015M03";"2015M04";"2015M05";"2015M06";"2015M07";"2015M08";"2015M09";"2015M10";"2015M11";"2015M12";"2016M01";"2016M02";"2016M03";"2016M04";"2016M05";"2016M06";"2016M07";"2016M08";"2016M09";"2016M10";"2016M11";"2016M12";"2017M01";"2017M02";"2017M03";"2017M04";"2017M05";"2017M06";"2017M07";"2017M08";"2017M09";"2017M10";"2017M11";"2017M12";"2018M01";"2018M02";"2018M03";"2018M04";"2018M05";"2018M06";"2018M07";"2018M08";"2018M09";"2018M10";"2018M11";"2018M12";"2019M01";"2019M02";"2019M03";"2019M04";"2019M05";"2019M06";"2019M07";"2019M08";"2019M09";"2019M10";"2019M11";"2019M12";"2020M01";"2020M02";"2020M03";"2020M04";"2020M05";"2020M06";"2020M07";"2020M08";"2020M09";"2020M10";"2020M11";"2020M12";"2021M01";"2021M02";"2021M03";"2021M04";"2021M05";"2021M06";"2021M07";"2021M08";"2021M09";"2021M10";"2021M11";"2021M12";"2022M01";"2022M02";"2022M03";"2022M04";"2022M05";"2022M06";"2022M07";"2022M08";"2022M09";"2022M10";"2022M11";"2022M12";"2023M01";"2023M02";"2023M03";"2023M04";"2023M05";"2023M06";"2023M07";"2023M08";"2023M09";"2023M10";"2023M11";"2023M12";"2024M01";"2024M02";"2024M03";"2024M04";"2024M05";"2024M06";"2024M07";"2024M08";"2024M09";"2024M10";"2024M11";"2024M12";"2025M01";"2025M02";"2025M03";"2025M04";"2025M05";"2025M06";"2025M07";"2025M08";"2025M09";"2025M10";"2025M11";"2025M12"
"Útlendingar alls";16650;19040;18801;32215;46015;50537;24553;17771;12406;10592;12697;12948;18537;20465;20373;34513;52607;58763;29058;22532;15136;11139;13265;15424;18742;24448;25746;38164;64275;64534;30900;25338;15960;11737;14014;15161;18823;21706;27435;40956;65192;65495;34619;27039;15810;14937;15377;14899;17882;25308;31075;44591;66872;69587;39628;32077;21560;20045;18810;17647;23700;27664;34256;55727;80761;81271;39065;34175;23109;22814;20289;20312;25619;26085;36024;55978;81267;83967;43907;32826;24376;22022;19985;18276;23697;27785;34637;54489;82220;92021;42463;30371;21077;17515;18782;20293;26399;23087;28298;54391;83465;89558;40863;34069;21240;18807;22262;22849;26624;32333;37212;65606;97757;101841;51576;38836;22969;20959;26152;27909;33597;37675;45227;74325;112121;115279;64672;44994;36950;28020;33290;39979;48868;45765;53648;89859;123521;131832;73189;52926;46451;41688;46650;52449;66133;59225;66713;110602;144581;153457;88289;66516;60850;53716;62759;70478;83855;71608;91023;137314;180679;189430;123040;99286;81609;70857;77559;100742;115808;94875;124249;186538;236016;241559;175335;158542;131723;124780;135999;148343;167806;153568;145980;221845;271920;284124;203886;181919;144641;135240;147569;160078;173061;147551;165240;233874;278613;291344;231681;199626;150058;137230;139055;149004;170177;120306;126309;194912;231281;251887;183654;163093;131054;125421;121605;133907;81346;924;996;6118;45716;63807;10175;5992;3373;8149;4364;2997;4587;5788;14373;42567;109932;151849;108233;103227;75456;64318;67656;75830;101173;102228;107603;176680;234189;242670;176988;158787;138193;114788;121053;137077;160916;142180;158312;233309;275291;280721;218235;202979;148410;135699;128061;155710;171969;137210;157366;212391;276621;281450;223025;212867;162273;142448;120664;146936;148263;146063;159384;233867;301824;311314;224111;199689;141100;119942
